DC,KID,LPH,Mass,Prot,Prot_err,Teff,logg,w
0,892376,0.823,0.4699,1.5319999999999998,0.006999999999999999,3813,4.47,0.4503
0,1026146,1.405,0.6472,14.890999999999998,0.12,4261,4.57,0.7229
0,1026474,1.204,0.5914,1.569,0.006,4122,4.56,0.6061
1,1162635,0.978,0.4497,15.677999999999999,0.019,3760,4.77,0.5445
0,1164102,0.568,0.5606,31.496,0.474,4045,4.62,0.3939
1,1292688,0.53,0.455,42.659,2.131,3774,4.74,0.3172
0,1297303,0.777,0.6613,27.333000000000002,0.193,4296,4.61,0.5124
0,1429921,0.943,0.6295,23.131,0.11,4217,4.72,0.5839
0,1430349,0.376,0.6569,34.717,0.752,4285,4.54,0.2563
1,1430893,1.429,0.5133,17.045,0.026000000000000002,3925,4.72,0.7204
0,1431060,0.45799999999999996,0.6206,39.681999999999995,0.8490000000000001,4195,4.71,0.2904
0,1431116,0.696,0.6795,38.757,1.038,4341,4.61,0.402
0,1432700,0.619,0.665,31.733,0.263,4305,4.6,0.4368
0,1432745,1.308,0.6848,22.189,0.21899999999999997,4354,4.59,0.6561
0,1435229,0.9159999999999999,0.5626,23.469,0.027000000000000003,4050,4.52,0.5656
1,1569682,0.522,0.4869,17.354,0.222,3857,4.74,0.2989
1,1569863,1.5759999999999998,0.3862,13.321,0.369,3589,4.91,0.7713
0,1570915,1.228,0.5646,12.315,0.163,4055,4.56,0.6547
0,1571364,1.021,0.705,20.449,0.132,4404,4.6,0.6093
1,1572802,1.35,0.495,0.374,0.004,3878,4.73,0.6488
0,1573478,0.988,0.6359,18.018,0.24,4233,4.55,0.5708
1,1577265,0.9329999999999999,0.5028,15.152999999999999,0.12300000000000001,3898,4.7,0.5224
1,1718071,0.555,0.4869,21.712,0.20199999999999999,3857,4.77,0.3301
1,1721911,0.978,0.429,29.62,0.124,3705,4.81,0.5906
0,1722506,1.633,0.6509,10.652999999999999,0.073,4270,4.43,0.747
0,1849590,1.3530000000000002,0.5706,16.197,0.121,4070,4.4,0.7215
0,1865663,0.789,0.6347,31.319000000000003,0.016,4230,4.82,0.4965
1,1866535,0.565,0.4474,24.925,0.37799999999999995,3754,4.79,0.3473
0,1866924,0.8390000000000001,0.5894,27.24,0.27699999999999997,4117,4.58,0.5531
0,1866986,0.9420000000000001,0.4772,37.348,0.182,3832,4.52,0.5146
1,1867358,0.44799999999999995,0.3993,32.879,0.735,3625,4.82,0.297
0,1868579,0.535,0.5702,38.173,0.377,4069,4.67,0.3431
1,1870952,1.033,0.4989,24.278000000000002,0.273,3888,4.73,0.6339
0,1871120,1.004,0.5472,37.851,0.46299999999999997,4011,4.72,0.5253
0,1872885,1.5119999999999998,0.4226,1.8719999999999999,0.003,3688,4.32,0.7115
1,1873523,0.9890000000000001,0.5169,20.429000000000002,0.441,3934,4.72,0.5791
0,1873543,0.953,0.4279,11.548,0.11199999999999999,3702,4.52,0.5216
0,1996574,0.449,0.5954,20.48,0.225,4132,4.59,0.2564
0,2010738,1.023,0.5694,26.741,0.105,4067,4.55,0.5969
1,2012731,0.804,0.3441,36.258,0.23800000000000002,3471,4.98,0.5086
0,2013627,1.214,0.5762,13.96,0.32799999999999996,4084,4.57,0.6601
0,2013754,1.5290000000000001,0.6549,4.9,0.003,4280,4.57,0.7527
0,2014203,1.4669999999999999,0.6235,10.796,0.237,4202,4.57,0.7634
0,2015703,0.993,0.6682,22.448,0.052000000000000005,4313,4.63,0.6111
0,2015767,0.772,0.5738,18.502,0.20800000000000002,4078,4.53,0.4547
0,2016979,0.782,0.6904,17.253,0.23600000000000002,4368,4.69,0.45
0,2017692,1.37,0.6428,11.431,0.114,4250,4.62,0.726
0,2018383,0.5670000000000001,0.6496,30.372,0.588,4267,4.46,0.3824
0,2020185,1.117,0.6585,21.537,0.1,4289,4.65,0.6499
0,2020638,0.78,0.6779,18.35,0.057999999999999996,4337,4.7,0.4541
0,2140909,0.643,0.5982,38.622,0.379,4139,4.8,0.3873
1,2142372,0.8340000000000001,0.429,18.641,0.02,3705,4.81,0.4834
1,2142451,0.431,0.348,33.671,0.6920000000000001,3482,4.86,0.2836
0,2156061,0.8009999999999999,0.5766,30.03,1.253,4085,4.45,0.5163
0,2156718,0.536,0.613,21.665,0.349,4176,4.51,0.3181
1,2157356,1.43,0.4085,13.607000000000001,0.046,3650,4.87,0.7363
0,2160105,1.25,0.684,17.089000000000002,0.93,4352,4.66,0.7004
0,2161569,0.865,0.6642,21.366,0.083,4303,4.48,0.5207
1,2162907,0.991,0.4765,26.5,0.10400000000000001,3830,4.74,0.6096
0,2163101,1.146,0.5874,25.636999999999997,0.133,4112,4.64,0.6238
1,2163610,0.439,0.5086,42.246,0.18899999999999997,3913,4.71,0.2603
0,2163634,0.723,0.6916,30.462,0.33799999999999997,4371,4.41,0.4861
1,2167693,0.9229999999999999,0.452,17.575,0.079,3766,4.76,0.5253
1,2282712,1.508,0.3372,20.167,0.35,3451,4.92,0.7441
0,2282944,0.5329999999999999,0.6678,32.306999999999995,0.49700000000000005,4312,4.55,0.3713
0,2285598,0.759,0.5235,37.056999999999995,0.36200000000000004,3951,4.49,0.4478
1,2300039,1.1840000000000002,0.3203,1.712,0.006,3402,4.91,0.5979
0,2300440,1.043,0.6638,21.326,0.081,4302,4.6,0.6313
0,2301872,0.7340000000000001,0.5302,22.888,0.055999999999999994,3968,4.42,0.449
0,2302851,1.183,0.5365,12.217,0.032,3984,4.47,0.6298
1,2302997,0.997,0.5165,25.601999999999997,0.14,3933,4.73,0.6112
0,2305760,0.6940000000000001,0.642,19.57,1.41,4248,4.69,0.4102
1,2309152,0.62,0.5184,31.901,0.317,3938,4.72,0.4347
0,2311842,1.119,0.6949,19.754,0.161,4379,4.56,0.6656
1,2423549,0.649,0.4384,39.804,0.618,3730,4.82,0.3987
1,2424688,1.433,0.5255,11.095,0.037000000000000005,3956,4.73,0.743
1,2435893,0.48,0.5047,41.146,0.424,3903,4.7,0.2916
0,2436635,1.675,0.7025,1.175,0.004,4398,4.57,0.7984
0,2437270,0.648,0.6396,23.778000000000002,0.302,4242,4.54,0.3988
0,2437317,1.129,0.6428,36.913000000000004,0.281,4250,4.7,0.5586
0,2438151,1.2830000000000001,0.7046,49.379,0.405,4403,4.58,0.5765
0,2441409,1.122,0.6678,25.364,0.075,4312,4.62,0.6131
1,2441562,1.571,0.3964,10.104,0.005,3617,4.87,0.7861
1,2441891,1.396,0.4437,15.472000000000001,0.018000000000000002,3744,4.79,0.7421
0,2441989,1.125,0.6319,38.393,0.273,4223,4.73,0.5539
1,2442004,1.5619999999999998,0.5329999999999999,8.865,0.059000000000000004,3975,4.7,0.779
0,2442866,1.6440000000000001,0.6807,2.9339999999999997,0.021,4344,4.49,0.7987
0,2443037,1.047,0.6803,11.652000000000001,0.048,4343,4.37,0.5662
0,2443364,0.374,0.5479999999999999,35.915,0.628,4013,4.23,0.2705
1,2443935,0.9690000000000001,0.4888,34.068000000000005,0.6990000000000001,3862,4.74,0.5384
0,2444406,1.056,0.6206,16.625,0.151,4195,4.58,0.5989
0,2445782,1.093,0.6307,27.609,0.139,4220,4.71,0.5961
1,2446934,0.675,0.455,26.101,0.179,3774,4.78,0.4242
0,2448311,1.202,0.6444,24.021,0.10099999999999999,4254,4.66,0.6368
0,2448958,1.0490000000000002,0.6054,23.051,0.162,4157,4.58,0.6324
1,2554730,0.92,0.3159,45.961999999999996,0.341,3389,4.93,0.5018
1,2555523,0.68,0.4915,26.121,0.156,3869,4.75,0.4303
1,2557350,1.028,0.4001,18.979,0.07200000000000001,3627,4.86,0.5792
1,2557669,1.2109999999999999,0.4167,1.864,0.003,3672,4.83,0.6054
0,2558314,1.048,0.5634,27.59,0.145,4052,4.7,0.595
0,2568503,0.504,0.5822,34.241,0.222,4099,4.36,0.3682
0,2570277,0.539,0.4788,45.99,0.937,3836,4.65,0.297
1,2570846,1.518,0.4577,10.913,0.034,3781,4.75,0.7768
0,2572352,0.48700000000000004,0.6799,39.222,7.596,4342,4.69,0.3073
0,2574013,0.536,0.6307,44.623000000000005,0.33399999999999996,4220,4.6,0.2965
1,2574427,0.987,0.5024,13.635,0.183,3897,4.72,0.5425
1,2575433,0.905,0.4869,15.568,0.046,3857,4.74,0.5094
0,2576013,1.11,0.6251,23.531999999999996,0.154,4206,4.58,0.6323
0,2576328,1.3259999999999998,0.6674,11.569,0.078,4311,4.6,0.7040000000000001
0,2577210,0.856,0.6836,31.136,0.124,4351,4.76,0.5117
0,2577743,1.399,0.3582,32.181,0.114,3511,4.06,0.6694
1,2581298,1.371,0.4512,17.539,0.038,3764,4.77,0.7353
0,2581444,1.538,0.5802,11.975999999999999,0.045,4094,4.55,0.7497
0,2583553,1.3330000000000002,0.648,25.116999999999997,0.098,4263,4.63,0.6472
0,2584692,0.623,0.5858,42.211000000000006,0.12,4108,4.47,0.3564
0,2692704,0.7809999999999999,0.39899999999999997,14.902999999999999,0.19899999999999998,3624,4.1,0.4468
0,2692708,0.927,0.3653,29.878,0.115,3531,4.05,0.5854
1,2692772,1.111,0.4611,28.03,0.121,3790,4.79,0.6204
0,2693993,1.023,0.6634,23.701,0.109,4301,4.66,0.6179
0,2694414,1.014,0.6404,19.741,0.2,4244,4.46,0.5982
1,2695622,1.024,0.4433,16.171,0.355,3743,4.79,0.5679
1,2695885,0.77,0.3088,56.728,0.536,3368,4.94,0.4028
0,2708172,0.617,0.593,38.828,0.32299999999999995,4126,4.58,0.3747
0,2708787,1.212,0.5762,23.83,0.047,4084,4.55,0.6474
1,2713086,1.7269999999999999,0.5118,4.14,0.003,3921,4.72,0.7861
1,2713304,0.966,0.5353,29.857,0.336,3981,4.7,0.5626
1,2714000,0.804,0.4562,26.884,0.18899999999999997,3777,4.77,0.509
0,2714077,1.222,0.6739,13.802,0.012,4327,4.73,0.6667
0,2716857,1.294,0.642,8.698,0.057999999999999996,4248,4.37,0.6668
0,2718397,1.153,0.5444,22.445999999999998,0.203,4004,4.47,0.6577
0,2718781,0.9520000000000001,0.5878,23.378,0.078,4113,4.57,0.5901
1,2718935,0.5710000000000001,0.4501,33.05,0.431,3761,4.8,0.3975
0,2831983,1.534,0.642,10.039,0.07200000000000001,4248,4.5,0.7615
0,2832175,0.58,0.6223,18.987000000000002,0.359,4199,4.49,0.3391
1,2832398,1.3419999999999999,0.465,14.707,0.033,3800,4.79,0.7120000000000001
1,2832720,0.857,0.2556,24.142,5.682,3204,5.13,0.5072
0,2832741,0.823,0.6953,19.892,3.9389999999999996,4380,4.55,0.4852
1,2834075,0.818,0.509,37.55,2.9930000000000003,3914,4.73,0.4669
1,2834564,1.545,0.3628,21.875,0.599,3524,4.88,0.7263
1,2834612,1.3769999999999998,0.4331,13.436,0.083,3716,4.81,0.7140000000000001
1,2834637,1.521,0.2647,23.226999999999997,0.079,3233,5.08,0.7444
0,2834754,1.125,0.6271,27.236,0.09,4211,4.41,0.6048
1,2834778,0.7609999999999999,0.39899999999999997,41.07899999999999,0.209,3624,4.82,0.4473
0,2835051,0.435,0.5670000000000001,39.835,11.617,4061,4.33,0.2777
0,2835274,1.031,0.5738,13.36,0.049,4078,4.54,0.5686
1,2835393,1.245,0.4403,14.995,0.059000000000000004,3735,4.84,0.6629
1,2836098,1.058,0.5314,29.358,0.07,3971,4.7,0.5870000000000001
0,2837126,0.51,0.5599,34.624,0.107,4043,4.36,0.3675
0,2845689,1.34,0.585,13.555,0.019,4106,4.58,0.7247
1,2847357,1.091,0.4145,32.441,0.08800000000000001,3666,4.83,0.5987
0,2852669,1.193,0.6231,12.27,0.054000000000000006,4201,4.39,0.6414
0,2859045,1.273,0.6307,24.459,0.09,4220,4.53,0.6446
1,2859114,0.8540000000000001,0.3179,38.698,0.809,3395,4.98,0.5154
0,2860547,0.852,0.5906,25.968000000000004,0.129,4120,4.55,0.5503
1,2861126,0.6759999999999999,0.3895,16.134,0.003,3598,4.86,0.3929
0,2861880,0.897,0.585,25.844,0.149,4106,4.53,0.5781
0,2865225,0.888,0.5866,27.451999999999998,0.359,4110,4.59,0.5623
1,2969839,0.848,0.4215,36.292,0.424,3685,4.8,0.5044
1,2971272,0.983,0.4253,17.206,0.086,3695,4.81,0.5519
0,2971717,1.1520000000000001,0.6459999999999999,11.845999999999998,0.165,4258,4.62,0.6186
0,2973297,0.853,0.6573,25.092,0.131,4286,4.45,0.5437
1,2973361,0.723,0.4019,45.917,0.546,3632,4.83,0.4053
1,2973500,0.813,0.371,19.597,0.091,3547,4.89,0.4747
0,2973800,0.532,0.6424,30.939,0.19899999999999998,4249,4.48,0.3597
0,2982913,1.023,0.5591,18.59,0.04,4041,4.51,0.5908
0,2984144,0.47,0.6396,34.277,0.5710000000000001,4242,4.49,0.3375
0,2985366,1.68,0.6259,0.244,0.006,4208,4.37,0.7922
0,2987754,1.214,0.6545,21.995,0.055,4279,4.57,0.6529
0,2988084,0.8590000000000001,0.6823,32.258,0.134,4348,4.61,0.5032
1,2988458,1.203,0.4137,17.658,0.523,3664,4.81,0.6553
0,2989438,0.968,0.6912,21.621,0.155,4370,4.58,0.5869
0,2992347,0.7929999999999999,0.6018,31.285999999999998,0.156,4148,4.49,0.4999
0,2992668,1.3630000000000002,0.4369,15.095,0.07200000000000001,3726,4.52,0.7196
0,2994087,0.851,0.6573,31.335,0.048,4286,4.5,0.5112
0,2994746,0.452,0.6989,38.466,8.434,4389,4.37,0.2969
0,2995880,1.385,0.6783,19.616,0.021,4338,4.67,0.6803
0,2997195,0.866,0.5758,16.085,0.085,4083,4.58,0.4971
1,2998208,1.0390000000000001,0.3782,22.168000000000003,0.204,3567,4.86,0.5979
1,3096944,0.575,0.5353,43.328,0.605,3981,4.72,0.3272
1,3099491,0.546,0.3621,34.991,0.51,3522,4.93,0.3777
1,3099533,0.9359999999999999,0.3365,39.259,0.244,3449,4.92,0.5353
1,3099900,1.328,0.3906,18.095,0.087,3601,4.88,0.7134
0,3100994,0.966,0.5874,31.991999999999997,0.145,4112,4.59,0.5428
1,3101007,1.465,0.504,13.450999999999999,0.156,3901,4.7,0.7521
0,3101129,0.433,0.6569,27.394000000000002,2.355,4285,4.42,0.2594
0,3101830,0.9570000000000001,0.6355,24.516,0.054000000000000006,4232,4.61,0.6032
0,3102749,0.55,0.5658,8.163,1.696,4058,4.64,0.3096
1,3102763,1.355,0.3621,14.561,0.036000000000000004,3522,4.88,0.6992
1,3103752,1.3869999999999998,0.3125,4.785,0.013999999999999999,3379,4.94,0.6721
0,3109825,1.5759999999999998,0.4772,13.318,0.015,3832,4.38,0.7451
1,3109945,0.595,0.3254,45.448,1.057,3417,4.97,0.3613
0,3110319,1.101,0.6791,16.643,3.483,4340,4.63,0.6231
0,3110684,0.9009999999999999,0.6303,33.076,0.633,4219,4.62,0.514
1,3111995,0.6459999999999999,0.2998,37.751,0.826,3341,4.97,0.4445
0,3112017,1.055,0.605,16.408,0.024,4156,4.62,0.5974
0,3112821,1.1740000000000002,0.6194,11.387,0.129,4192,4.4,0.627
0,3112828,1.43,0.6581,9.949,0.016,4288,4.34,0.746
0,3112866,0.608,0.605,38.283,1.516,4156,4.56,0.3742
0,3112890,1.57,0.6106,7.547999999999999,0.162,4170,4.52,0.7854
0,3115879,0.855,0.529,37.107,1.1079999999999999,3965,4.63,0.4816
1,3116544,0.691,0.4619,42.001000000000005,9.764,3792,4.79,0.3978
0,3120513,0.701,0.6231,31.811999999999998,0.18100000000000002,4201,4.5,0.4666
1,3120913,1.072,0.4463,34.067,0.13,3751,4.8,0.5765
0,3123647,0.873,0.6678,14.360999999999999,0.09,4312,4.77,0.4909
1,3130391,1.426,0.5098,1.228,0.005,3916,4.7,0.6794
1,3216700,1.035,0.5024,4.271,0.023,3897,4.73,0.5414
0,3218308,0.679,0.5114,39.978,7.897,3920,4.28,0.3967
1,3218997,0.838,0.3653,38.681999999999995,0.447,3531,4.85,0.499
1,3219400,0.611,0.529,31.213,0.9470000000000001,3965,4.7,0.4227
1,3220742,1.274,0.5361,14.992,0.078,3983,4.7,0.6926
0,3221541,1.264,0.6014,20.146,0.06,4147,4.5,0.6786
0,3221915,0.5770000000000001,0.6066,36.57,0.77,4160,4.61,0.375
0,3222610,1.317,0.5814,4.91,0.004,4097,4.42,0.6583
0,3228485,0.426,0.6243,35.479,0.705,4204,4.46,0.3113
0,3230797,0.524,0.6114,39.635999999999996,1.242,4172,4.63,0.3243
1,3231403,0.667,0.3768,33.796,0.406,3563,5.04,0.4563
0,3232979,1.412,0.6993,11.07,0.022000000000000002,4390,4.56,0.7497
1,3233853,0.7070000000000001,0.4826,29.59,0.245,3846,4.76,0.47200000000000003
0,3234193,0.79,0.6505,32.023,0.27,4269,4.55,0.489
0,3234338,0.6659999999999999,0.603,17.391,0.20800000000000002,4151,4.65,0.39
0,3234506,1.495,0.6585,13.433,0.018000000000000002,4289,4.51,0.7312
0,3235295,0.93,0.585,15.677,0.19399999999999998,4106,4.53,0.5292
0,3241079,1.2819999999999998,0.5818,13.302999999999999,0.017,4098,4.64,0.6908
0,3244968,1.12,0.542,18.572,0.125,3998,4.41,0.6404
0,3246721,0.91,0.504,30.061999999999998,0.489,3901,4.43,0.5512
1,3322943,1.162,0.5282,18.869,0.049,3963,4.7,0.6638
0,3323808,0.9890000000000001,0.3671,31.165,0.5489999999999999,3536,4.14,0.5968
0,3323908,0.499,0.6464,42.056999999999995,0.27,4259,4.65,0.2919
0,3325677,0.512,0.6182,33.419000000000004,0.262,4189,4.56,0.3663
0,3326330,1.565,0.5539,13.004000000000001,0.146,4028,4.45,0.7413
0,3326413,0.7809999999999999,0.6218,30.998,0.092,4198,4.67,0.4981
1,3327092,0.57,0.3389,36.352,1.354,3456,4.97,0.3992
0,3328210,0.5920000000000001,0.6731,33.872,0.861,4325,4.67,0.40700000000000003
1,3328254,0.6609999999999999,0.3575,31.578000000000003,0.316,3509,4.91,0.4351
0,3328711,0.856,0.6589,32.512,0.28600000000000003,4290,4.61,0.5027
1,3329985,0.648,0.32,46.523,0.84,3401,4.97,0.3833
1,3335194,1.597,0.5255,12.81,0.049,3956,4.72,0.7405
0,3336334,0.6809999999999999,0.5858,16.255,0.16,4108,4.52,0.3965
0,3336483,0.815,0.6916,30.595,0.172,4371,4.59,0.5062
0,3339107,0.49,0.6283,48.653999999999996,1.45,4214,4.59,0.2508
0,3342636,1.0090000000000001,0.5702,25.644000000000002,0.084,4069,4.5,0.6046
0,3342894,1.354,0.5898,14.092,0.006999999999999999,4118,4.53,0.7386
0,3343392,1.024,0.5658,17.245,0.187,4058,4.45,0.5837
0,3343664,1.06,0.6957,22.704,0.126,4381,4.61,0.6297
0,3343967,0.733,0.6283,34.57,0.309,4214,4.7,0.4507
1,3344220,0.8490000000000001,0.4749,15.655999999999999,0.622,3826,4.77,0.4815
0,3344747,0.941,0.4942,28.506,0.053,3876,4.45,0.5741
0,3345985,1.206,0.6799,10.565,0.018000000000000002,4342,4.69,0.6358
0,3347046,1.2,0.6291,15.773,0.055,4216,4.78,0.6704
0,3355476,1.051,0.5886,12.228,0.525,4115,4.34,0.5746
0,3356936,1.194,0.5762,31.247,0.33399999999999996,4084,4.62,0.6014
0,3357261,0.639,0.546,39.139,0.149,4008,4.49,0.3837
0,3424335,0.642,0.5978,14.936,0.14300000000000002,4138,4.59,0.371
0,3424832,1.561,0.6174,19.535,0.055999999999999994,4187,4.63,0.7008
0,3425393,1.051,0.6904,17.91,3.605,4368,4.62,0.605
1,3425850,1.222,0.4452,17.362000000000002,0.10400000000000001,3748,4.78,0.6675
1,3426874,1.036,0.4429,34.672,0.212,3742,4.77,0.5648
0,3429369,1.3219999999999998,0.684,17.347,0.035,4352,4.52,0.696
0,3430287,1.554,0.6828,0.469,0.006,4349,4.53,0.7311
0,3431662,1.194,0.6343,19.128,0.023,4229,4.58,0.6823
0,3437392,0.433,0.7013,32.621,0.687,4395,4.47,0.2886
0,3438817,0.917,0.4745,37.159,1.4980000000000002,3825,4.49,0.5084
0,3439126,1.706,0.5778,7.9,0.003,4088,4.32,0.7639
0,3440357,1.069,0.6731,20.453,0.021,4325,4.62,0.6393
0,3441504,1.261,0.6521,13.620999999999999,0.084,4273,4.87,0.6862
0,3442034,0.9590000000000001,0.4361,40.417,0.45,3724,4.51,0.5147
0,3442269,0.75,0.6666,19.613,0.27399999999999997,4309,4.51,0.4423
1,3443137,0.705,0.3721,35.534,0.5770000000000001,3550,4.87,0.4714
1,3444822,1.051,0.3455,34.012,7.099,3475,4.87,0.597
0,3446150,1.219,0.7046,11.855,0.174,4403,4.49,0.6497
1,3446366,0.75,0.5424,21.357,0.187,3999,4.69,0.4521
0,3446966,0.552,0.6206,37.221,1.415,4195,4.33,0.3574
0,3448710,1.193,0.6098,16.012999999999998,1.666,4168,4.57,0.6682
0,3449953,1.264,0.4208,40.955,0.258,3683,4.35,0.6014
0,3449982,0.547,0.6989,25.651999999999997,0.298,4389,4.47,0.3339
1,3454793,1.4180000000000001,0.3292,1.96,0.011000000000000001,3428,4.9,0.6758
0,3456068,0.5,0.6941,39.211999999999996,4.488,4377,4.64,0.3126
1,3456560,0.5770000000000001,0.3299,30.576999999999998,0.322,3430,4.9,0.3731
0,3457337,1.139,0.5118,18.320999999999998,0.225,3921,4.54,0.6437
0,3459917,1.35,0.579,23.586,0.134,4091,4.42,0.6649
1,3525783,1.546,0.5294,8.099,0.006,3966,4.68,0.7829999999999999
0,3526312,1.172,0.6295,25.005,0.045,4217,4.5,0.6275
0,3526337,0.745,0.6888,28.42,0.385,4364,4.59,0.5
1,3527038,0.534,0.4301,40.883,0.5820000000000001,3708,4.81,0.3376
1,3527088,0.537,0.4486,42.256,0.349,3757,4.77,0.3247
0,3527281,1.436,0.6626,11.004000000000001,0.028999999999999998,4299,4.54,0.7609999999999999
1,3527308,0.6859999999999999,0.423,29.504,0.654,3689,4.82,0.4479
0,3527979,1.2,0.6937,17.421,0.075,4376,4.6,0.6913
1,3528588,1.435,0.4071,15.954,0.099,3646,4.87,0.7569
0,3528986,0.8240000000000001,0.6791,22.128,0.063,4340,4.38,0.5003
0,3530387,1.367,0.669,0.54,0.003,4315,4.58,0.6587
0,3530780,0.413,0.644,36.521,0.777,4253,4.68,0.3018
1,3531176,1.334,0.3554,21.537,0.048,3503,4.92,0.7282
1,3532922,0.8909999999999999,0.3179,38.195,0.747,3395,4.92,0.5311
0,3533109,0.606,0.563,21.441,0.21899999999999997,4051,4.51,0.3644
0,3533220,1.236,0.6315,14.279000000000002,0.022000000000000002,4222,4.58,0.6777
1,3533437,1.121,0.4037,30.32,0.18100000000000002,3637,5.0,0.6217
1,3534089,0.82,0.3487,47.46,0.45399999999999996,3484,4.87,0.4509
0,3534276,1.13,0.6561,14.253,0.018000000000000002,4283,4.43,0.6219
0,3539331,1.7309999999999999,0.667,1.541,0.003,4310,4.54,0.8126
1,3539770,0.9390000000000001,0.4204,31.927,0.331,3682,4.9,0.5642
1,3540472,0.65,0.4264,41.629,0.212,3698,4.81,0.3895
0,3541346,1.524,0.6202,0.9109999999999999,0.003,4194,4.5,0.7228
0,3541628,0.828,0.69,28.263,0.16,4367,4.68,0.5353
1,3542117,1.298,0.3707,22.776,0.091,3546,4.87,0.7116
0,3542480,1.2,0.6275,14.884,0.043,4212,4.42,0.6629999999999999
0,3542520,1.065,0.5527,20.713,0.271,4025,4.59,0.629
0,3543331,0.647,0.6267,27.250999999999998,0.306,4210,4.74,0.4199
0,3548062,1.014,0.6541,11.374,0.013999999999999999,4278,4.65,0.5512
0,3548078,0.99,0.6682,24.971999999999998,0.195,4313,4.37,0.5995
1,3550668,0.835,0.3462,45.398999999999994,0.311,3477,4.87,0.466
1,3554849,0.935,0.3887,31.916,0.21600000000000003,3596,4.9,0.5716
0,3556011,0.662,0.4361,23.039,0.151,3724,4.43,0.4017
1,3556242,0.426,0.4148,29.671,0.953,3667,4.82,0.2661
0,3556533,1.567,0.6287,1.255,0.004,4215,4.54,0.7435
1,3558162,0.929,0.4208,29.484,0.23199999999999998,3683,4.91,0.5831
0,3558213,1.065,0.4422,28.49,0.233,3740,4.44,0.6141
1,3558789,1.047,0.3887,31.636999999999997,0.23800000000000002,3596,4.94,0.601
1,3626713,0.703,0.4946,23.766,0.198,3877,4.74,0.4323
0,3627030,0.764,0.6731,33.472,0.266,4325,4.54,0.4666
0,3627277,0.45,0.6359,35.898,0.562,4233,4.58,0.3264
1,3627704,0.6609999999999999,0.4989,41.977,0.32,3888,4.71,0.3769
0,3628296,1.4480000000000002,0.6569,6.737,0.004,4285,4.52,0.7267
0,3629063,1.048,0.5682,41.696000000000005,0.452,4064,4.71,0.5252
0,3630402,1.037,0.5762,27.394000000000002,0.23199999999999998,4084,4.44,0.5932
0,3631401,1.395,0.5854,10.068999999999999,0.10099999999999999,4107,4.54,0.7239
1,3631844,0.6459999999999999,0.4873,39.309,0.39899999999999997,3858,4.74,0.3886
1,3634308,1.504,0.4388,13.02,0.106,3731,4.87,0.7709999999999999
1,3634402,0.757,0.3075,47.476000000000006,0.342,3364,4.96,0.4319
0,3640967,0.59,0.6311,35.352,1.499,4221,4.41,0.3911
0,3642661,0.899,0.6605,34.573,0.41200000000000003,4294,4.62,0.5009
0,3643000,1.1059999999999999,0.4981,18.930999999999997,0.061,3886,4.45,0.6289
0,3646734,1.3159999999999998,0.4369,14.702,3.0610000000000004,3726,4.47,0.6937
0,3648000,1.161,0.6098,12.715,0.10300000000000001,4168,4.38,0.6284
0,3648289,1.041,0.5822,23.831,0.28600000000000003,4099,4.79,0.6258
1,3648376,0.745,0.3213,40.373000000000005,0.7170000000000001,3405,4.91,0.4625
0,3648712,1.307,0.6126,26.158,0.102,4175,4.37,0.6423
0,3650746,0.9,0.7009,23.539,0.09,4394,4.57,0.561
0,3656048,1.057,0.6868,24.324,0.536,4359,4.54,0.6122
0,3656267,1.2790000000000001,0.6682,10.802,0.469,4313,4.26,0.6733
0,3656293,0.797,0.6468,29.555,0.6579999999999999,4260,4.58,0.5161
0,3658166,0.47700000000000004,0.6896,45.336999999999996,0.259,4366,4.8,0.2558
0,3658853,1.355,0.5306,10.925,0.012,3969,4.39,0.7018
0,3659328,1.023,0.5710000000000001,17.456,0.052000000000000005,4071,4.44,0.5851
0,3659481,0.8759999999999999,0.6202,27.076999999999998,0.8009999999999999,4194,4.64,0.5616
1,3659811,0.976,0.3718,17.267,0.044000000000000004,3549,4.9,0.5472
1,3660458,0.526,0.3285,47.076,1.337,3426,4.9,0.3143
0,3662790,1.139,0.6674,17.531,0.027999999999999997,4311,4.66,0.653
1,3727538,0.41200000000000003,0.4765,37.868,2.286,3830,4.74,0.2889
1,3727878,0.84,0.4152,23.058000000000003,0.03,3668,4.79,0.5034
1,3729847,1.149,0.5251,28.01,0.068,3955,4.72,0.6142
1,3730371,0.703,0.3372,41.747,0.45899999999999996,3451,5.01,0.4327
1,3730841,1.439,0.5169,11.447000000000001,0.023,3934,4.72,0.7482
0,3731429,0.523,0.4954,23.035,0.086,3879,4.55,0.3127
1,3731432,0.654,0.4573,21.284000000000002,0.267,3780,4.77,0.3914
0,3731563,1.7109999999999999,0.5818,3.5639999999999996,0.003,4098,4.52,0.7978
0,3733547,0.9890000000000001,0.6492,23.615,0.361,4266,4.61,0.6168
1,3733753,1.04,0.4275,16.18,0.198,3701,4.83,0.5744
0,3734260,0.647,0.6521,43.778,0.7490000000000001,4273,4.76,0.3549
0,3734393,1.3659999999999999,0.6868,8.937000000000001,0.08,4359,4.55,0.7033
0,3736208,0.998,0.579,34.659,0.133,4091,4.62,0.5368
0,3744112,1.1540000000000001,0.5898,14.811,0.071,4118,4.66,0.6379
0,3745222,1.318,0.6367,15.091,0.13,4235,4.53,0.726
1,3745742,1.0759999999999998,0.4111,17.958,0.078,3657,4.88,0.5981
