DC,KID,LPH,Mass,Prot,Prot_err,Teff,logg,w
0,9041676,0.6459999999999999,0.9677,14.592,0.027999999999999997,5511,4.59,0.4172
0,9041740,0.445,1.1909999999999998,2.9939999999999998,1.021,6261,4.39,0.3147
0,9041912,0.889,0.9437,8.208,0.018000000000000002,5421,4.55,0.5085
0,9041967,0.457,0.9809,16.807000000000002,1.703,5560,4.67,0.3107
0,9042351,0.436,1.0607,4.071000000000001,0.278,5845,4.59,0.2665
0,9042563,1.545,0.9583,4.516,0.032,5476,4.38,0.7857
0,9043167,0.795,0.9898,14.822000000000001,0.354,5593,4.27,0.5234
0,9043947,0.6759999999999999,1.0238,14.602,0.10300000000000001,5716,3.95,0.4675
0,9044063,1.0979999999999999,1.1,1.199,0.006,5977,4.0,0.6016
0,9044728,0.616,1.04,14.436,0.048,5773,4.34,0.4377
0,9044755,1.396,0.8563,5.809,0.005,5085,4.47,0.698
0,9044831,1.197,0.8576,7.497999999999999,0.023,5090,4.38,0.6184
0,9046116,0.41700000000000004,0.9757,11.555,1.406,5541,4.22,0.2532
0,9046282,1.163,0.9201,13.774000000000001,0.109,5331,4.42,0.6788
0,9047437,0.87,1.1849,0.46,0.091,6243,4.2,0.5261
0,9048440,0.976,0.7857,22.533,0.07200000000000001,4814,4.49,0.6101
0,9048460,0.489,0.8402,29.144000000000002,0.539,5023,4.2,0.3639
0,9048949,1.505,0.8319,3.464,0.005,4991,4.43,0.7284
0,9049088,0.59,0.7499,29.612,1.761,4680,4.25,0.4143
0,9049219,0.75,0.9321,16.932000000000002,0.22899999999999998,5377,4.03,0.4796
0,9049299,0.943,1.0286,3.2239999999999998,0.017,5733,4.31,0.5342
0,9049518,0.853,1.0306,2.218,0.003,5740,4.13,0.4898
0,9049540,0.8109999999999999,0.9453,2.779,0.006,5427,3.78,0.4563
0,9049593,0.574,0.9939,12.243,0.151,5608,4.93,0.3702
0,9049839,1.1420000000000001,0.9885,4.281000000000001,0.904,5588,3.94,0.6167
0,9050019,0.413,0.9717,14.355,2.263,5526,4.47,0.2595
0,9050403,1.318,0.8723,12.619000000000002,0.021,5147,4.12,0.7242
0,9050543,0.956,0.9546,8.221,0.04,5462,4.0,0.5445
0,9050785,0.667,1.1391,1.922,0.055999999999999994,6103,3.89,0.42200000000000004
0,9051076,1.12,1.0897,1.6669999999999998,0.003,5943,4.21,0.6101
0,9051698,0.42700000000000005,0.9279,22.781,0.188,5361,4.43,0.3
0,9051723,1.636,0.8894,0.207,0.006999999999999999,5213,4.3,0.7865
0,9051739,0.545,0.8557,20.978,0.289,5083,4.72,0.336
0,9052052,0.475,0.9535,23.109,0.207,5458,4.31,0.3622
0,9052612,1.006,1.0121,7.912000000000001,0.037000000000000005,5674,4.35,0.5863
0,9052848,0.9670000000000001,1.0077,7.037999999999999,0.23600000000000002,5658,4.45,0.5611
0,9052849,1.2109999999999999,1.1693,0.42,0.006,6196,4.23,0.6566
0,9054536,1.295,1.0769,2.2880000000000003,0.011000000000000001,5900,4.09,0.6763
0,9070892,0.664,0.9047,23.273000000000003,0.562,5272,4.41,0.4703
0,9070898,0.728,0.9374,23.28,0.34,5397,4.42,0.47600000000000003
0,9071286,0.72,0.9747,26.068,0.124,5537,4.69,0.4305
0,9071321,1.037,0.8038,9.516,0.026000000000000002,4883,4.28,0.5544
0,9071369,1.389,1.0766,3.97,0.012,5899,4.37,0.7273
0,9071384,1.205,0.7188,25.322,0.071,4566,4.58,0.622
0,9071425,0.8290000000000001,0.9211,22.009,0.7140000000000001,5335,4.91,0.5299
0,9071518,1.171,0.8252,23.621,0.155,4965,4.37,0.6138
0,9071529,0.418,0.7096,31.34,1.804,4533,4.56,0.2772
0,9071946,0.508,1.0267,19.688,0.455,5726,4.5,0.3644
0,9072018,0.574,1.0994,13.847000000000001,0.27,5975,4.46,0.4106
0,9072280,0.67,0.9909,21.636,0.063,5597,4.55,0.4398
0,9072583,1.182,0.8959,12.003,0.07,5238,4.54,0.6587
0,9073565,1.117,0.8062,9.041,0.125,4892,4.0,0.588
0,9073566,0.828,0.7862,12.41,0.14,4816,4.63,0.4636
0,9073762,1.442,0.8612,17.136,0.024,5104,4.28,0.6794
0,9073955,0.292,1.2179,5.784,0.19699999999999998,6339,4.18,0.2501
0,9073985,0.6,1.1024,10.642999999999999,0.066,5985,4.37,0.4347
0,9074530,0.5660000000000001,0.9068,28.439,1.5090000000000001,5280,4.37,0.3701
0,9074736,1.32,0.9156,12.003,0.14300000000000002,5314,4.47,0.7186
0,9074955,0.5489999999999999,0.9311,53.071000000000005,2.61,5373,3.87,0.2524
0,9074961,1.511,0.9133,12.027999999999999,0.043,5305,4.66,0.7174
0,9075109,0.509,0.8868,30.944000000000003,0.7809999999999999,5203,4.54,0.3254
0,9075301,0.9520000000000001,0.7567,24.289,0.444,4705,4.29,0.5911
0,9075305,0.945,0.8022,28.045,5.716,4877,4.56,0.5398
0,9075735,0.9740000000000001,0.7301,25.101,0.126,4607,4.68,0.5899
0,9075896,1.15,0.9083,19.244,0.035,5286,4.35,0.629
0,9075993,1.351,0.9419,12.01,0.122,5414,4.59,0.7118
0,9076212,0.616,0.856,26.84,5.125,5084,4.56,0.4381
0,9076238,0.507,0.7909,33.131,1.5830000000000002,4834,4.5,0.3429
0,9076541,0.723,0.9629,24.704,0.501,5493,4.62,0.4469
0,9076664,0.767,1.1799,7.292000000000001,0.14300000000000002,6228,4.42,0.5214
0,9076717,0.38299999999999995,0.9432,24.044,1.151,5419,4.94,0.2878
0,9076772,1.5619999999999998,1.0625,2.988,0.004,5851,4.43,0.7861
0,9076879,0.573,0.8982,32.5,4.655,5247,4.7,0.3397
0,9076959,1.151,0.7121,14.857000000000001,0.3,4542,4.61,0.6344
0,9077007,0.39299999999999996,0.8129,30.03,1.261,4918,4.3,0.276
0,9077126,0.8029999999999999,0.9034,20.938000000000002,0.222,5267,4.62,0.5373
0,9077161,1.291,1.09,4.881,0.08800000000000001,5944,4.46,0.7029
0,9077192,1.507,0.7676,1.1540000000000001,0.005,4746,4.4,0.7087
0,9077237,0.873,0.9456,18.904,0.154,5428,4.72,0.5649
0,9077397,1.275,0.9448,16.219,0.031,5425,4.67,0.6651
0,9077401,0.741,1.1491,6.8660000000000005,0.07200000000000001,6134,4.44,0.5119
0,9077456,1.21,0.809,16.686,0.025,4903,4.63,0.696
0,9077463,0.762,0.8997,28.834,0.23,5253,4.87,0.449
0,9077491,1.178,1.0445,7.647,0.023,5789,4.25,0.6697
0,9077511,0.5539999999999999,0.9503,23.865,0.865,5446,4.78,0.392
0,9077568,1.044,0.7445,16.561,0.021,4660,4.6,0.5902
0,9079671,0.7759999999999999,0.9044,22.526,0.075,5271,4.1,0.5175
0,9079869,1.169,1.0546,7.58,0.018000000000000002,5824,4.56,0.6676
0,9079891,0.721,1.0969,14.75,0.898,5967,4.63,0.4692
0,9080364,1.315,0.677,16.783,0.069,4418,4.51,0.7015
0,9080424,1.386,0.7867,27.935,0.09,4818,4.48,0.6362
0,9080652,0.619,1.0343,31.785,0.191,5753,4.66,0.3366
0,9080809,0.755,0.7451,27.186,0.865,4662,4.58,0.5099
0,9080928,1.405,0.8174,2.603,0.003,4935,4.58,0.6769
0,9083866,1.358,0.9392,10.448,0.011000000000000001,5404,4.45,0.7306
0,9083971,0.93,1.0374,14.529000000000002,0.055,5764,4.67,0.5801
0,9084156,0.9490000000000001,1.0852,11.314,0.024,5928,4.54,0.599
0,9084222,1.2919999999999998,0.8062,5.662000000000001,0.052000000000000005,4892,4.43,0.6459
0,9084240,1.196,1.0587,7.501,0.028999999999999998,5838,4.51,0.6797
0,9084322,1.057,0.9591,19.309,0.055,5479,4.66,0.5966
0,9084596,0.664,1.0405,21.97,1.006,5775,4.05,0.4103
0,9084742,0.511,0.8679,29.715999999999998,0.20800000000000002,5130,4.53,0.3496
0,9084806,1.028,0.9201,26.113000000000003,0.262,5331,4.71,0.5507
0,9084857,1.123,1.0182,15.214,0.055,5696,4.7,0.627
0,9085111,1.348,0.6902,14.517999999999999,2.9960000000000004,4464,4.79,0.727
0,9085245,0.682,0.8663,36.546,7.519,5124,4.72,0.3712
0,9085567,0.929,1.0590000000000002,12.388,0.062,5839,4.5,0.5965
0,9085950,1.4469999999999998,0.9382,0.363,0.006,5400,4.6,0.7024
0,9085981,0.56,1.0792,13.779000000000002,0.134,5908,4.81,0.4238
0,9086378,0.9440000000000001,0.9029,20.805,0.45399999999999996,5265,4.8,0.5789
0,9086479,0.402,1.0795,14.924000000000001,0.078,5909,4.42,0.3235
0,9086834,0.38299999999999995,1.1141,9.36,0.24,6023,4.38,0.2832
0,9086900,0.867,1.05,14.63,0.052000000000000005,5808,4.66,0.5545
0,9087016,0.628,0.9227,17.414,2.27,5341,4.46,0.4014
0,9087205,0.737,0.9604,27.026,0.127,5484,4.87,0.436
0,9087249,0.602,1.2037,2.0069999999999997,0.026000000000000002,6298,4.32,0.4083
0,9087398,0.736,0.8576,20.099,0.077,5090,4.9,0.4583
0,9087482,0.353,0.8397,31.031999999999996,0.41,5021,5.03,0.2653
0,9087519,0.456,0.8842,28.045,4.739,5193,4.93,0.3381
0,9087580,0.44799999999999995,0.8075,35.457,0.6779999999999999,4897,4.82,0.2829
0,9087958,1.205,1.1067,2.5340000000000003,0.011000000000000001,5999,4.39,0.6536
0,9088036,0.51,1.1657,10.061,0.23600000000000002,6185,4.49,0.37
0,9088058,1.3659999999999999,0.8187,6.308,0.019,4940,4.16,0.6825
0,9088061,0.764,0.8444,25.971999999999998,0.302,5039,4.61,0.4994
0,9088528,0.5820000000000001,0.8627,32.81,0.13699999999999998,5110,4.69,0.3504
0,9088759,1.2229999999999999,0.8376,20.894000000000002,0.344,5013,4.66,0.639
0,9091020,1.0070000000000001,0.9841,19.06,0.121,5572,4.58,0.5774
0,9091061,1.27,0.9448,10.568,0.034,5425,4.64,0.7106
0,9091114,1.1740000000000002,0.8145,11.431,0.015,4924,4.05,0.6281
0,9091261,1.026,0.7388,29.013,0.073,4639,4.58,0.5622
0,9091334,1.13,0.8062,14.595,0.105,4892,4.7,0.6293
0,9091513,0.768,0.6908,31.078000000000003,0.8170000000000001,4466,4.61,0.4853
0,9091622,0.812,1.1012,12.332,2.262,5981,4.3,0.5293
0,9091673,1.375,0.7290000000000001,12.29,0.038,4603,4.65,0.7331
0,9091708,0.755,0.7899,24.136,0.124,4830,4.72,0.4887
0,9091730,1.3319999999999999,1.0041,10.373,0.043,5645,4.6,0.7109
0,9091780,0.6779999999999999,1.0876,7.465,0.032,5936,4.36,0.4413
0,9091876,1.2919999999999998,0.945,10.308,0.023,5426,4.65,0.7193
0,9091929,1.183,0.8304,13.751,0.568,4985,4.82,0.6551
0,9091940,0.93,0.6811,20.611,0.156,4432,4.63,0.5545
0,9092205,0.5589999999999999,0.8863,24.101,4.7989999999999995,5201,4.86,0.3881
0,9092247,0.382,1.2395,2.975,0.128,6400,4.87,0.2947
0,9092430,1.069,0.9013,20.796,0.071,5259,4.87,0.6025
0,9092497,0.342,0.8997,28.765,0.22,5253,4.79,0.258
0,9092744,0.374,0.986,21.648000000000003,0.452,5579,4.62,0.2909
0,9092883,1.226,1.1125,4.093,0.006,6018,4.01,0.6784
0,9093020,1.238,0.9466,13.649000000000001,0.094,5432,4.54,0.6855
0,9093033,1.176,0.8179,16.744,0.031,4937,4.14,0.6823
0,9093086,0.6729999999999999,1.1159,10.838,0.028999999999999998,6029,4.46,0.4812
0,9093392,0.535,1.1039,1.175,0.008,5990,4.53,0.3317
0,9093696,1.183,1.2496,3.471,0.015,6428,4.59,0.6715
0,9093831,1.35,0.7833,16.523,0.021,4805,4.6,0.7014
0,9093939,1.084,1.0677,8.139,0.033,5869,4.98,0.6392
0,9094062,0.365,1.1594,6.327000000000001,0.02,6166,4.62,0.2744
0,9094629,0.616,0.8213,31.177,0.863,4950,4.52,0.3986
0,9094773,0.41200000000000003,1.0411,10.338,0.27699999999999997,5777,4.43,0.268
0,9094939,0.436,1.2522,1.22,0.006,6435,4.35,0.3183
0,9095100,0.536,0.9133,16.209,0.758,5305,4.78,0.3297
0,9095110,1.4469999999999998,0.8174,5.274,0.006999999999999999,4935,4.39,0.7125
0,9095153,0.787,0.7229,16.855999999999998,0.057,4581,4.38,0.4528
0,9095182,0.58,1.0295,19.570999999999998,0.528,5736,4.55,0.3988
0,9095289,1.0090000000000001,1.0503,13.390999999999998,0.043,5809,4.65,0.6087
0,9095292,1.24,1.1883,2.08,0.009000000000000001,6253,4.17,0.6909
0,9095405,1.376,1.0118,10.02,0.016,5673,4.45,0.7175
0,9095433,0.804,1.0177,15.622,2.9739999999999998,5694,4.56,0.5402
0,9095849,1.058,1.2214,3.1489999999999996,0.006,6349,4.21,0.6531
0,9096005,0.769,0.8715,24.448,0.209,5144,4.25,0.508
0,9096045,0.45899999999999996,1.0289,23.805999999999997,0.305,5734,4.52,0.295
0,9096191,1.199,0.8617,14.859000000000002,0.168,5106,4.12,0.6883
0,9096380,0.64,1.0587,20.373,0.13,5838,4.66,0.4038
0,9097096,0.5539999999999999,1.0936,6.192,0.113,5956,4.47,0.3628
0,9097169,0.547,0.8969,26.48,0.45799999999999996,5242,4.49,0.3909
0,9097199,1.514,1.0016,3.737,0.122,5636,4.36,0.7655
0,9097285,0.406,1.0135,20.344,0.244,5679,4.47,0.3127
0,9097726,0.5539999999999999,1.0417,25.176,0.23,5779,4.31,0.3325
0,9097788,0.405,1.0124,24.265,3.603,5675,4.45,0.26899999999999996
0,9098294,0.777,1.0196,20.119,0.14400000000000002,5701,4.44,0.4819
0,9098775,0.41200000000000003,0.7941,29.394000000000002,3.283,4846,4.25,0.27899999999999997
0,9099377,0.317,0.9798,23.08,0.53,5556,4.6,0.252
0,9099512,1.166,0.8145,20.648000000000003,0.309,4924,4.75,0.6432
0,9099624,0.54,0.8927,23.724,0.795,5226,4.22,0.3734
0,9099798,0.315,1.1042,13.22,0.235,5991,4.46,0.2633
0,9099876,1.046,0.8506,22.561,0.11900000000000001,5063,4.94,0.5952
0,9099894,1.255,0.9798,14.669,0.073,5556,4.67,0.6664
0,9100271,1.216,0.9224,12.838,0.053,5340,4.66,0.6984
0,9100279,1.324,0.9143,5.936,0.057,5309,4.51,0.682
0,9100562,0.5489999999999999,0.6776,32.033,0.204,4420,4.82,0.3844
0,9100792,1.161,1.025,7.882000000000001,0.021,5720,4.35,0.6601
0,9100875,0.7290000000000001,0.7413,25.499000000000002,0.20800000000000002,4648,4.3,0.4723
0,9101055,0.474,1.0933,12.957,0.10800000000000001,5955,4.45,0.3684
0,9101420,0.42100000000000004,1.0804,5.835,0.284,5912,4.05,0.2688
0,9101443,1.2409999999999999,0.9224,12.475999999999999,0.023,5340,4.92,0.7081
0,9101525,0.405,1.0157,20.342,2.4019999999999997,5687,4.88,0.3102
0,9101620,1.614,0.8205,2.092,0.003,4947,4.59,0.7731
0,9106657,0.899,0.8959,15.307,0.067,5238,4.72,0.5354
0,9107602,1.367,0.9419,11.963,0.044000000000000004,5414,4.16,0.7129
0,9107716,0.682,1.1369,19.155,0.085,6096,4.25,0.395
0,9108382,0.659,0.8431,23.253,0.259,5034,4.32,0.4305
0,9108419,1.314,1.0739,2.013,0.005,5890,4.43,0.6805
0,9108743,0.563,0.8689,19.422,2.4659999999999997,5134,4.96,0.3432
0,9108746,1.325,0.9094,11.106,0.005,5290,4.48,0.7325
0,9108981,0.5920000000000001,0.9274,12.782,0.071,5359,4.62,0.3577
0,9108998,0.423,0.8586,28.565,1.338,5094,4.39,0.3091
0,9109003,0.743,0.8101,28.392,0.23399999999999999,4907,4.46,0.479
0,9110114,1.3330000000000002,0.8746,15.08,0.153,5156,4.2,0.6911
0,9111033,0.366,0.9833,22.698,0.297,5569,4.4,0.28600000000000003
0,9111333,0.855,0.986,17.945,0.147,5579,3.79,0.5457
0,9113824,1.55,0.8043,8.019,0.024,4885,4.49,0.778
0,9113975,0.8590000000000001,0.7891,21.809,0.063,4827,4.4,0.5342
0,9114183,1.0270000000000001,1.1184,1.026,0.003,6037,4.13,0.5775
0,9114848,0.85,0.8619,6.029,0.092,5107,4.13,0.4627
0,9115374,0.924,1.0216,5.185,0.021,5708,4.34,0.5337
0,9115725,0.737,1.1395,5.716,0.135,6104,3.88,0.4897
0,9116193,1.295,0.7124,9.73,0.16,4543,4.35,0.6688
0,9116461,0.528,1.1772,3.076,0.016,6220,4.26,0.3632
0,9116512,1.393,0.8837,11.581,0.045,5191,4.26,0.7285
0,9117390,1.392,1.2144,1.598,0.01,6329,4.11,0.746
0,9117760,1.146,0.9117,15.633,0.182,5299,4.31,0.6678
0,9117806,1.198,0.9989,9.982000000000001,0.02,5626,4.4,0.6923
0,9117914,1.254,0.8539,15.91,0.046,5076,4.51,0.6882
0,9118402,0.745,1.0388,15.446,0.067,5769,3.89,0.5099
0,9118695,1.626,0.9086,6.787999999999999,0.016,5287,4.23,0.7532
0,9118981,1.5190000000000001,1.0454,1.5130000000000001,0.006999999999999999,5792,3.95,0.7498
0,9119108,1.6580000000000001,0.7925,0.6459999999999999,0.003,4840,4.46,0.7795
0,9137094,0.397,0.7724,34.666,7.672000000000001,4764,4.7,0.2775
0,9137146,0.51,0.7377,33.031,5.944,4635,4.38,0.363
0,9137153,0.8,1.1293,16.378,3.781,6072,4.32,0.4693
0,9137160,0.809,0.8428,29.909000000000002,1.261,5033,4.49,0.4714
0,9137189,0.47,0.9398,25.941,3.9739999999999998,5406,4.39,0.3353
0,9137217,1.3030000000000002,1.0058,9.173,0.024,5651,4.39,0.7218
0,9137257,0.645,0.8135,30.976999999999997,1.1,4920,4.31,0.4153
0,9137297,1.189,1.22,7.072,0.013999999999999999,6345,4.18,0.6409999999999999
0,9137580,0.557,0.9728,32.232,0.225,5530,4.41,0.3154
0,9137689,0.47600000000000003,0.7655,32.076,0.628,4738,4.51,0.3525
0,9137728,1.187,1.0654,7.861000000000001,0.011000000000000001,5861,4.51,0.6815
0,9138040,1.063,0.9065,19.683,0.03,5279,4.64,0.6116
0,9138084,0.605,0.7325,30.999000000000002,0.466,4616,4.17,0.4279
0,9138286,1.0,0.9493,15.782,0.022000000000000002,5442,4.59,0.6268
0,9138426,0.774,0.8868,27.811,0.042,5203,4.61,0.4645
0,9138434,0.593,1.1961,8.016,0.306,6276,4.07,0.4214
0,9138680,0.871,1.03,18.807000000000002,0.185,5738,4.32,0.5224
0,9138764,1.298,1.0177,8.119,0.013000000000000001,5694,4.48,0.7224
0,9138848,1.463,1.008,4.399,0.005,5659,4.52,0.7519
0,9138992,0.7659999999999999,0.7298,29.041,0.057999999999999996,4606,4.47,0.501
0,9139230,0.494,0.8801,34.543,6.332999999999999,5177,4.46,0.2874
0,9139776,0.583,0.7312,47.731,1.483,4611,4.38,0.2955
0,9140459,1.11,0.9332,18.521,0.051,5381,4.61,0.624
0,9140662,0.887,1.2363,9.962,0.024,6391,4.22,0.5103
0,9141060,1.425,0.8449,11.05,0.031,5041,4.38,0.7441
0,9141156,0.785,0.8586,32.06,0.428,5094,4.69,0.4422
0,9141404,0.71,0.9269,21.77,0.11699999999999999,5357,4.64,0.4954
0,9141582,0.6759999999999999,0.9658,24.557,0.501,5504,4.55,0.4279
0,9141609,0.594,0.7328,27.996,0.429,4617,4.64,0.3958
0,9141737,1.3419999999999999,0.8682,17.793,0.11599999999999999,5131,4.38,0.6666
0,9141747,0.809,0.9541,18.12,0.14300000000000002,5460,4.46,0.5421
0,9141755,0.7879999999999999,0.9575,38.986,0.201,5473,4.64,0.4076
0,9141881,1.129,1.0434,4.112,0.01,5785,4.39,0.6196
0,9142010,0.9390000000000001,0.9682,15.179,0.052000000000000005,5513,4.33,0.5971
0,9142219,1.1909999999999998,0.9185,13.619000000000002,0.121,5325,4.57,0.6923
0,9142314,1.128,0.9655,7.506,0.059000000000000004,5503,4.59,0.6232
0,9142315,0.636,1.0701,7.452999999999999,0.061,5877,4.64,0.4087
0,9142393,1.1440000000000001,0.9766,38.061,0.125,5544,4.61,0.5448
0,9142489,0.44799999999999995,1.0055,25.203000000000003,0.922,5650,4.72,0.2902
0,9142773,1.3230000000000002,0.9596,6.6610000000000005,0.02,5481,4.44,0.7016
0,9142888,1.032,0.8361,21.589000000000002,0.195,5007,4.54,0.6103
0,9142932,1.05,0.8839,11.498,0.011000000000000001,5192,4.35,0.5818
0,9142974,0.799,1.1175,2.428,0.016,6034,3.91,0.4847
0,9142980,1.492,0.982,5.4079999999999995,0.013000000000000001,5564,4.64,0.7723
0,9143133,1.0590000000000002,0.9836,7.6160000000000005,0.08,5570,4.6,0.5999
0,9143477,0.91,0.8413,25.949,0.687,5027,4.87,0.5368
0,9143563,1.2790000000000001,0.8586,27.401999999999997,0.322,5094,4.36,0.607
0,9143566,0.517,0.9214,30.476999999999997,3.991,5336,4.42,0.3219
0,9143782,0.542,0.8586,29.493000000000002,1.942,5094,4.73,0.3711
0,9145697,1.557,0.8098,8.105,0.011000000000000001,4906,4.3,0.773
0,9145926,1.212,0.7607,18.502,0.071,4720,4.22,0.6827
0,9146066,0.935,0.8733,23.443,0.11699999999999999,5151,4.67,0.5571
0,9146242,0.485,1.0451,21.964000000000002,0.9209999999999999,5791,4.49,0.3169
0,9146352,0.64,0.8056,30.264,0.425,4890,4.51,0.4253
0,9146366,0.735,0.8663,25.176,0.18600000000000003,5124,4.47,0.4918
0,9146406,0.721,0.8632,30.526,0.7,5112,4.81,0.4279
0,9146690,0.919,0.8901,0.7170000000000001,0.006,5216,4.52,0.4915
0,9147006,1.2670000000000001,0.7796,15.652999999999999,0.035,4791,4.62,0.7141
0,9147368,1.168,0.8506,13.797,0.109,5063,4.49,0.6525
0,9149986,1.4669999999999999,0.9169,1.4340000000000002,0.003,5319,4.35,0.7131
0,9150107,0.812,0.8985,31.478,5.847,5248,4.56,0.4509
0,9150143,0.5539999999999999,0.919,27.513,0.235,5327,4.39,0.3694
0,9150219,1.2770000000000001,0.7421,12.425999999999998,0.04,4651,4.53,0.6792
0,9150280,0.9129999999999999,0.9858,16.381,0.018000000000000002,5578,4.46,0.5797
0,9150284,1.331,0.9313,5.22,0.006999999999999999,5374,4.61,0.6852
0,9150330,0.387,1.1975,10.229,0.134,6280,4.4,0.2743
0,9150496,1.505,0.8852,7.5,0.028999999999999998,5197,4.41,0.767
0,9150539,1.683,0.9405,3.32,0.01,5409,4.5,0.7819
0,9150566,1.094,0.7099,14.112,0.068,4534,4.36,0.5995
0,9150573,0.46299999999999997,0.7828,36.884,1.115,4803,4.49,0.2843
0,9150788,0.748,0.973,21.662,0.284,5531,4.83,0.4792
0,9150898,0.35,1.0323,18.217,3.344,5746,4.43,0.2757
0,9150921,0.598,1.0566,11.952,0.075,5831,4.67,0.4124
0,9151085,0.685,0.9583,10.884,0.423,5476,4.59,0.4169
0,9151149,0.9620000000000001,0.7735,25.427,0.369,4768,4.53,0.5749
0,9151205,0.6970000000000001,1.0825,23.087,0.32899999999999996,5919,4.06,0.4022
0,9151264,0.645,1.0077,15.204,0.263,5658,4.36,0.4439
0,9151271,0.659,0.8775,4.633,0.004,5167,4.41,0.3684
0,9151468,1.219,0.8519,11.21,0.033,5068,4.5,0.6549
0,9151664,1.067,0.8581,22.647,0.301,5092,4.49,0.5949
0,9151799,0.735,0.8824,23.927,0.863,5186,4.66,0.5002
0,9152029,0.408,1.2249,3.955,0.162,6359,4.39,0.3167
0,9152299,1.122,0.9049,20.067999999999998,0.198,5273,4.48,0.6177
0,9152469,0.9940000000000001,1.0663,8.054,0.015,5864,4.57,0.5964
0,9152773,1.055,0.8961,20.377,0.066,5239,4.42,0.6059
0,9152885,0.992,0.7529,26.718000000000004,0.265,4691,4.25,0.5716
0,9153013,0.672,0.7284,26.355999999999998,0.8440000000000001,4601,4.33,0.4377
0,9153079,0.6509999999999999,0.7862,29.476,4.683,4816,4.55,0.4458
0,9153174,0.884,0.6805,22.195,0.23800000000000002,4430,4.33,0.5392
0,9153246,0.6,0.9361,54.571999999999996,3.716,5392,4.67,0.2802
0,9153357,0.473,0.8324,33.431999999999995,0.316,4993,4.67,0.3054
0,9153363,0.8440000000000001,1.0357,14.175,0.77,5758,4.6,0.5607
0,9153622,1.21,0.9679,13.15,0.057,5512,4.5,0.6796
0,9153823,1.704,0.691,1.446,0.006,4467,4.48,0.8192
0,9153899,0.508,0.828,23.529,3.59,4976,4.46,0.3197
0,9154105,1.068,1.048,13.744000000000002,0.039,5801,4.28,0.62
0,9154153,0.44799999999999995,0.7609,33.36,3.3710000000000004,4721,4.31,0.3238
0,9154246,1.209,0.8327,17.131,0.053,4994,4.21,0.6805
0,9156522,0.368,0.9078,28.793000000000003,0.336,5284,4.71,0.2662
0,9156552,1.2329999999999999,1.2068,1.7630000000000001,0.005,6307,4.65,0.6915
0,9156562,0.627,1.0317,14.609000000000002,0.16399999999999998,5744,4.78,0.4413
0,9156636,0.537,1.2529,2.6010000000000004,0.032,6437,4.63,0.4017
0,9156829,0.4,1.0377,20.873,2.698,5765,4.57,0.2832
0,9156839,1.42,1.0163,5.435,0.024,5689,4.67,0.7457
0,9156872,1.0090000000000001,0.8223,24.686,0.098,4954,4.93,0.5775
0,9157140,1.286,0.8526,11.58,0.022000000000000002,5071,4.4,0.6957
0,9157161,0.655,1.018,6.62,0.06,5695,3.64,0.4006
0,9157163,1.265,0.9661,8.529,0.073,5505,4.51,0.6946
0,9157372,0.33,1.1627,10.094,0.19,6176,4.26,0.2624
0,9157436,0.48700000000000004,1.1756,12.625,0.048,6215,4.18,0.3217
0,9157703,0.9840000000000001,0.9348,20.32,0.071,5387,4.53,0.581
0,9157773,0.479,1.0191,32.558,0.447,5699,4.64,0.257
0,9157785,0.733,0.8397,24.539,0.218,5021,4.65,0.49700000000000005
0,9157900,0.444,0.9403,20.628,5.1579999999999995,5408,4.81,0.3035
0,9158038,1.202,0.8244,21.035,0.19699999999999998,4962,4.86,0.6397
0,9158052,0.5820000000000001,0.8638,29.691,2.119,5114,5.0,0.3817
0,9158123,1.465,0.9353,14.071,0.039,5389,4.73,0.7009
0,9158334,0.67,0.9305,24.391,0.531,5371,4.14,0.4467
0,9158393,1.39,0.9790000000000001,13.114,0.01,5553,4.48,0.6968
0,9158428,1.265,1.1388,2.622,0.006,6102,4.35,0.6887
0,9158589,1.29,0.9739,7.257000000000001,0.019,5534,4.31,0.6968
0,9158651,0.551,1.1259,9.117,0.087,6061,4.05,0.4071
0,9158869,0.445,1.1061,16.985,0.366,5997,4.45,0.2991
0,9158909,0.415,1.1391,11.335999999999999,0.046,6103,4.47,0.3179
0,9159099,0.5489999999999999,0.8545,28.311,3.846,5078,4.47,0.3932
0,9159119,0.978,0.8806,19.113,0.212,5179,4.37,0.6156
0,9159146,0.445,1.0191,18.333,0.083,5699,4.98,0.341
0,9159158,1.325,0.7623,16.052,0.031,4726,4.39,0.7104
0,9159240,0.588,0.9133,28.079,0.41600000000000004,5305,4.96,0.3812
0,9159472,0.9740000000000001,1.008,17.932000000000002,0.405,5659,4.54,0.5696
0,9159496,0.495,0.7647,40.635999999999996,1.304,4735,4.58,0.2765
0,9160099,1.078,1.0066,6.782,0.055999999999999994,5654,4.71,0.6099
0,9160139,0.784,0.7486,28.768,0.26,4675,4.49,0.5042
0,9160220,1.2770000000000001,1.1693,15.762,0.040999999999999995,6196,4.52,0.6189
0,9160630,0.51,1.0261,22.005,0.551,5724,4.61,0.3412
0,9160683,0.7340000000000001,0.9083,22.808000000000003,0.41,5286,4.93,0.4995
0,9160739,0.674,1.2172,5.667000000000001,0.096,6337,4.35,0.4815
0,9160749,0.415,0.7722,33.746,6.711,4763,4.86,0.299
0,9160764,0.431,0.8116,29.455,3.147,4913,4.92,0.3022
0,9160845,0.721,0.8907,52.863,0.466,5218,3.86,0.3489
