,KID,Teff,logg,Mass,Prot,Prot_err,Rper,LPH,w,DC,Flag
14283,6128801,4632,4.51,0.7369,17.92,0.09,12552.68,1.2590000000000001,0.6939,0,---
14284,6128867,5401,4.64,0.9384,21.164,0.052000000000000005,7797.18,1.035,0.5836,0,---
14285,6128983,4749,4.26,0.7684,16.348,0.29,5642.0,0.915,0.5231,0,---
14286,6129022,5889,4.48,1.0736,22.565,0.064,1242.19,0.722,0.4206,0,---
14287,6129077,6146,4.55,1.1529,7.409,0.068,601.95,0.32299999999999995,0.2504,0,SM1
14288,6129528,5599,4.46,0.9915,12.807,0.064,10283.8,1.3119999999999998,0.6877,0,---
14289,6129619,5694,4.44,1.0177,3.745,0.005,23059.07,1.574,0.7938,0,---
14290,6129696,5864,4.14,1.0663,4.029,0.016,8947.4,1.077,0.6015,0,---
14291,6129709,5797,4.0,1.0468,7.624,0.023,15479.83,1.122,0.6454,0,---
14292,6129785,4538,4.6,0.711,40.183,1.9580000000000002,9520.77,0.597,0.3415,0,---
14293,6129801,5493,4.55,0.9629,20.009,0.57,9611.28,0.909,0.5517,0,---
14294,6130070,4816,4.45,0.7862,35.195,0.29600000000000004,5150.79,0.55,0.3424,0,---
14295,6130259,6077,4.31,1.1309,7.907,0.09300000000000001,758.53,0.40299999999999997,0.2978,0,---
14296,6130409,5488,4.16,0.9615,2.031,0.003,75669.88,1.675,0.8027,0,---
14297,6130589,5967,4.44,1.0969,7.815,0.13,1086.68,0.439,0.2994,0,---
14298,6130876,5796,4.57,1.0465,4.542,0.063,22219.87,1.381,0.7246,0,---
14299,6130977,6137,4.34,1.15,4.8,0.051,326.45,0.688,0.4608,0,---
14300,6130986,5845,4.55,1.0607,21.859,1.197,4235.51,0.43799999999999994,0.2818,0,---
14301,6131060,6307,4.26,1.2068,4.444,0.777,664.29,0.335,0.2587,0,---
14302,6131077,4432,4.55,0.6811,21.04,0.193,3157.14,0.469,0.2638,0,---
14303,6131093,6438,4.36,1.2533,0.605,0.008,743.03,0.7040000000000001,0.4714,0,---
14304,6131232,5200,4.17,0.8859999999999999,15.245,0.172,3396.27,0.721,0.4293,0,---
14305,6131295,4958,3.98,0.8234,8.443,0.01,9819.78,1.228,0.6351,0,---
14306,6131436,6053,4.3,1.1234,8.507,0.027000000000000003,526.25,0.442,0.3257,0,---
14307,6131552,4794,4.47,0.7804,4.942,0.048,19323.23,0.782,0.4291,0,---
14308,6131668,5057,4.92,0.8490000000000001,18.229,0.027999999999999997,27499.32,1.354,0.6692,0,---
14309,6132134,5264,4.33,0.9026,20.881999999999998,0.040999999999999995,10104.48,1.02,0.5926,0,---
14310,6137794,4653,4.64,0.7426,24.701,0.05,14317.3,1.506,0.6677,0,---
14311,6137914,4681,4.42,0.7502,30.818,0.14300000000000002,6691.52,0.888,0.5117,0,---
14312,6138043,4418,4.62,0.677,32.62,0.20800000000000002,15038.55,1.074,0.5551,0,---
14313,6138081,5414,4.59,0.9419,22.308000000000003,0.17800000000000002,5198.06,0.882,0.5322,0,---
14314,6138299,5851,4.45,1.0625,16.426,0.031,2017.44,0.9,0.541,0,---
14315,6138443,5688,4.54,1.016,8.314,0.03,11666.45,1.314,0.7313,0,---
14316,6138476,5364,4.63,0.9287,11.754000000000001,0.017,14745.0,1.31,0.718,0,---
14317,6138551,4821,4.58,0.7875,11.943,2.354,18379.93,1.4040000000000001,0.7529,0,---
14318,6138714,5413,4.41,0.9416,6.93,0.015,16171.01,1.3090000000000002,0.6918,0,---
14319,6138920,5305,4.39,0.9133,28.6,0.762,2301.81,0.512,0.3404,0,---
14320,6139383,6211,4.68,1.1742,4.792,0.958,915.77,0.373,0.2732,0,---
14321,6139483,6313,4.42,1.2088,2.033,0.004,1221.6,1.124,0.6561,0,---
14322,6139835,6168,4.5,1.1601,10.128,0.228,2603.95,0.615,0.4273,0,---
14323,6139865,5366,4.64,0.9292,13.387,0.040999999999999995,7890.94,1.0190000000000001,0.6008,0,---
14324,6139884,5590,4.49,0.9890000000000001,14.344000000000001,0.049,3682.61,0.746,0.4891,0,---
14325,6139905,5798,4.64,1.0471,9.817,0.091,4262.57,0.727,0.4675,0,---
14326,6139946,5908,4.59,1.0792,19.253,0.023,1888.69,1.203,0.6052,0,---
14327,6140300,6185,4.31,1.1657,2.279,0.005,15723.76,1.331,0.7179,0,---
14328,6140659,5350,4.77,0.925,29.81,1.506,2745.99,0.381,0.2523,0,---
14329,6140892,5946,4.4,1.0906,8.923,0.188,4841.48,1.012,0.6285,0,---
14330,6141033,5379,4.45,0.9326,18.002,0.06,9962.74,1.14,0.6341,0,---
14331,6141071,5638,4.64,1.0022,19.389,0.287,4406.66,0.561,0.4114,0,---
14332,6142199,5668,4.43,1.0105,29.235,0.16,808.66,0.619,0.3538,0,---
14333,6142317,5487,4.52,0.9613,27.723000000000003,0.5529999999999999,1100.27,0.6459999999999999,0.3915,0,---
14334,6143030,5758,4.55,1.0357,13.460999999999999,0.077,2695.38,0.92,0.5913,0,---
14335,6143050,4755,4.44,0.77,10.617,0.008,12097.48,1.39,0.7269,0,---
14336,6143052,5564,4.5,0.982,23.57,0.818,2348.12,0.381,0.284,0,SM1
14337,6143078,4910,4.14,0.8109,13.747,0.006999999999999999,16853.15,1.171,0.6447,0,---
14338,6143158,5473,4.51,0.9575,23.155,0.313,4797.34,0.9059999999999999,0.5257,0,---
14339,6143331,5621,4.4,0.9975,11.998,0.109,2788.31,1.068,0.6494,0,---
14340,6143648,5614,4.67,0.9956,14.409,0.33399999999999996,3781.97,0.795,0.5227,0,---
14341,6143882,4906,4.52,0.8098,22.973000000000003,0.32,4984.86,0.757,0.4845,0,---
14342,6143929,6063,4.6,1.1265,7.99,0.032,1297.15,0.68,0.4731,0,---
14343,6143946,6241,4.66,1.1843,1.9580000000000002,0.003,829.88,0.5870000000000001,0.3919,0,---
14344,6144016,5329,4.36,0.9195,17.709,0.242,1752.5,0.5329999999999999,0.3379,0,---
14345,6144188,5497,4.66,0.9639,15.200999999999999,0.08800000000000001,15124.74,1.494,0.6953,0,---
14346,6144404,5056,4.63,0.8488,26.023000000000003,0.43799999999999994,5930.33,0.642,0.4523,0,---
14347,6145012,5586,4.42,0.9879,14.6,3.147,1659.69,0.449,0.2945,0,---
14348,6145023,5597,4.42,0.9909,9.037,0.1,7906.14,1.354,0.7312,0,---
14349,6145098,6346,4.35,1.2203,2.088,0.016,2184.45,0.885,0.5624,0,---
14350,6145134,5968,4.54,1.0972,11.094000000000001,0.128,1933.31,0.539,0.3957,0,---
14351,6145160,5022,5.03,0.84,29.826999999999998,1.071,3882.97,0.57,0.3879,0,---
14352,6145290,5613,4.56,0.9953,5.781000000000001,0.09699999999999999,13633.79,1.347,0.7149,0,---
14353,6145471,5782,4.43,1.0425,8.311,0.057999999999999996,22440.2,0.7120000000000001,0.4478,0,---
14354,6146008,5404,4.61,0.9392,10.874,0.07400000000000001,6915.78,1.09,0.62,0,---
14355,6146418,5801,4.3,1.048,13.187000000000001,0.711,912.55,0.39899999999999997,0.2796,0,---
14356,6146732,4984,4.36,0.8301,31.926,0.441,6929.07,0.8490000000000001,0.4744,0,---
14357,6146782,5265,4.77,0.9029,26.843000000000004,1.999,4640.7,0.405,0.3059,0,---
14358,6146804,4633,4.39,0.7372,8.127,0.024,13993.74,1.58,0.7745,0,---
14359,6147108,6213,4.38,1.1749,2.799,0.075,1446.55,0.39299999999999996,0.2712,0,---
14360,6147359,5407,4.69,0.94,13.228,0.044000000000000004,17135.14,1.331,0.6988,0,---
14361,6147636,5140,4.7,0.8705,30.94,0.669,2450.29,0.727,0.4247,0,---
14362,6147892,4755,4.37,0.77,13.912,0.152,3792.88,0.97,0.539,0,---
14363,6148238,4930,4.52,0.8161,34.674,0.6509999999999999,3585.52,0.488,0.3075,0,---
14364,6148249,5540,4.43,0.9755,6.397,0.008,20010.47,1.335,0.7095,0,---
14365,6148318,5168,4.57,0.8777,32.977,3.464,3799.97,0.5710000000000001,0.3395,0,---
14366,6148370,6113,4.22,1.1423,8.577,0.259,458.0,0.322,0.2547,0,---
14367,6148636,5160,4.48,0.8757,11.014000000000001,0.038,6005.88,1.3780000000000001,0.7402,0,---
14368,6148675,4898,4.51,0.8077,28.801,0.139,10079.86,1.131,0.5779,0,---
14369,6148782,5294,4.2,0.9104,20.873,0.053,10505.97,0.934,0.5729,0,---
14370,6148874,5379,4.26,0.9326,7.349,0.044000000000000004,5861.52,0.98,0.5448,0,---
14371,6148974,4677,4.56,0.7491,0.342,0.006,4164.13,0.7959999999999999,0.4336,0,---
14372,6149138,5880,4.5,1.071,2.436,0.009000000000000001,17345.55,1.3359999999999999,0.6913,0,---
14373,6149180,5004,4.28,0.8353,29.932,0.723,2389.1,0.682,0.4305,0,---
14374,6149358,6433,4.43,1.2515,0.887,0.003,1483.08,1.11,0.6546,0,---
14375,6149501,5225,4.2,0.8925,9.485,0.022000000000000002,8232.53,1.24,0.6635,0,---
14376,6149578,4825,4.12,0.7886,17.082,0.057,11804.61,1.375,0.6953,0,---
14377,6149774,4639,4.32,0.7388,26.636999999999997,0.348,4935.32,0.7859999999999999,0.5238,0,---
14378,6149885,6184,4.52,1.1653,2.261,0.006,4355.67,0.9740000000000001,0.5807,0,---
14379,6150002,4903,4.59,0.809,34.262,0.08,4982.35,0.37,0.2543,0,---
14380,6150086,4966,4.51,0.8254,31.432,0.251,3291.34,0.504,0.3473,0,---
14381,6150118,4457,4.44,0.6882,27.552,0.129,3867.92,0.599,0.3868,0,---
14382,6150291,5433,4.56,0.9469,8.55,0.066,11549.86,1.4,0.7513,0,---
14383,6150591,5417,4.33,0.9427,15.989,0.038,5285.38,1.1159999999999999,0.6472,0,---
14384,6150977,5333,4.54,0.9206,2.7689999999999997,0.005,3997.62,0.491,0.2774,0,---
14385,6151053,5032,4.61,0.8426,7.727,0.033,12844.5,1.489,0.7685,0,---
14386,6151368,5662,4.41,1.0088,2.676,0.005,8508.77,1.263,0.6594,0,---
14387,6153281,5568,4.33,0.983,23.910999999999998,0.27,1630.25,0.631,0.4059,0,---
14388,6153673,6332,4.14,1.2154,2.7689999999999997,0.359,1529.57,0.446,0.3235,0,---
14389,6154200,5606,4.66,0.9934,24.56,0.231,1270.59,0.95,0.5207,0,---
14390,6181175,5723,4.21,1.0258,20.909000000000002,0.94,1858.12,0.40399999999999997,0.2944,0,---
14391,6181800,6107,4.12,1.1404,2.574,0.02,2951.03,1.052,0.607,0,---
14392,6182093,6348,3.66,1.2209999999999999,4.309,0.006,962.91,0.78,0.5438,0,---
14393,6182131,5518,3.7,0.9696,7.989,0.012,21467.86,1.383,0.7474,0,---
14394,6182423,4838,4.52,0.792,36.648,5.8389999999999995,4090.91,0.466,0.28600000000000003,0,---
14395,6182442,6007,4.25,1.1091,12.238,0.091,825.23,0.5589999999999999,0.4155,0,---
14396,6182700,5369,3.96,0.93,12.297,0.015,10190.31,1.203,0.6876,0,---
14397,6183098,4668,4.43,0.7467,27.552,0.29600000000000004,5220.77,0.77,0.5172,0,---
14398,6183203,4605,4.49,0.7295,17.175,0.081,13058.04,1.179,0.6709,0,---
14399,6183676,4984,4.17,0.8301,10.459000000000001,0.10099999999999999,3543.79,0.914,0.5024,0,---
14400,6183716,6205,4.21,1.1723,7.756,0.025,1715.63,0.45799999999999996,0.3666,0,---
14401,6183934,5344,4.42,0.9235,10.113999999999999,0.035,10702.85,1.3090000000000002,0.7173,0,---
14402,6184133,5310,4.51,0.9146,23.096,0.452,3486.19,0.556,0.3943,0,---
14403,6184293,5484,4.29,0.9604,15.478,2.455,3367.25,0.622,0.4043,0,---
14404,6184839,5681,4.61,1.0141,20.266,0.557,4825.8,0.45399999999999996,0.3392,0,---
14405,6184858,4463,4.71,0.6899,23.677,0.204,3593.09,1.063,0.6185,0,---
14406,6184944,5261,4.39,0.9018,6.505,0.004,25328.25,1.5190000000000001,0.7748,0,---
14407,6185004,6348,4.19,1.2209999999999999,2.872,0.031,1768.89,0.565,0.4037,0,---
14408,6185204,5387,3.8,0.9348,26.28,1.1079999999999999,2447.87,0.892,0.5066,0,---
14409,6185349,5575,4.91,0.9849,22.221999999999998,3.327,2445.82,0.473,0.3476,0,---
14410,6185457,5249,4.46,0.8987,25.005,1.38,4723.7,0.547,0.3985,0,---
14411,6185898,5941,4.61,1.0891,7.312,0.027000000000000003,2794.62,0.894,0.5539999999999999,0,---
14412,6186119,5226,4.38,0.8927,23.383000000000003,0.721,6115.44,0.736,0.5017,0,---
14413,6186504,4882,4.46,0.8035,13.504000000000001,0.034,17770.08,1.412,0.7293,0,---
14414,6187292,5715,4.5,1.0236,18.87,2.435,4104.76,0.636,0.4354,0,---
14415,6187531,4788,4.54,0.7788,24.953000000000003,0.25,5610.79,0.883,0.5657,0,---
14416,6187864,4628,4.44,0.7358,25.23,0.223,6242.78,1.205,0.6226,0,---
14417,6187888,4585,4.37,0.7240000000000001,21.031999999999996,0.057,16850.26,1.172,0.6559,0,---
14418,6187980,5484,4.26,0.9604,6.357,0.032,12316.35,1.555,0.7676,0,---
14419,6188162,4968,3.94,0.826,8.052999999999999,0.02,15019.71,1.504,0.7769,0,---
14420,6188789,5803,4.19,1.0486,9.149,0.013000000000000001,11906.98,1.425,0.7247,0,---
14421,6190535,5018,4.47,0.8389,27.362,0.055999999999999994,4182.64,1.001,0.5475,0,---
14422,6190835,5422,4.42,0.9440000000000001,6.849,0.11900000000000001,12577.12,1.466,0.7701,0,---
14423,6190868,5083,4.58,0.8557,47.379,0.045,18886.77,0.825,0.408,0,---
14424,6190898,4869,4.19,0.8001,39.641999999999996,4.928999999999999,957.49,0.52,0.2902,0,---
14425,6191036,5693,4.21,1.0174,4.013,0.098,15716.94,1.499,0.7642,0,---
14426,6191218,5051,4.48,0.8475,27.320999999999998,0.23600000000000002,7597.03,0.721,0.4683,0,---
14427,6191289,5674,4.52,1.0121,14.94,0.08199999999999999,6698.34,0.828,0.5578,0,---
14428,6191323,5329,4.5,0.9195,5.569,0.005,25360.52,1.57,0.775,0,---
14429,6191340,5508,4.03,0.9669,37.399,3.431,1143.16,0.525,0.2754,0,---
14430,6191539,4740,4.45,0.7659999999999999,21.677,0.057,5236.86,1.082,0.6362,0,---
14431,6191834,4702,4.12,0.7558,28.034000000000002,0.161,6666.72,1.004,0.562,0,---
14432,6191854,5227,4.28,0.893,17.248,0.04,19057.21,1.135,0.6531,0,---
14433,6192000,5261,4.49,0.9018,29.568,0.315,3741.74,0.649,0.3972,0,---
14434,6192336,5079,4.41,0.8547,37.465,7.473,2106.04,0.5660000000000001,0.3121,0,---
14435,6192338,5296,4.44,0.9109,19.737000000000002,0.063,3296.26,0.988,0.5967,0,---
14436,6192578,5200,4.64,0.8859999999999999,24.500999999999998,0.348,7596.43,1.001,0.5583,0,---
14437,6192736,4748,4.2,0.7682,44.96,0.435,1297.24,0.597,0.3097,0,---
14438,6195792,4739,4.46,0.7658,13.33,0.038,9740.47,1.103,0.6011,0,---
14439,6195999,5258,4.53,0.9009999999999999,2.89,0.015,21720.14,1.286,0.6435,0,---
14440,6196202,4930,3.92,0.8161,40.571,6.7139999999999995,1678.97,0.516,0.2783,0,---
14441,6196543,5598,4.42,0.9912,13.079,0.032,10524.69,1.325,0.6871,0,---
14442,6196908,5724,4.69,1.0261,13.984000000000002,0.302,5420.98,1.068,0.6247,0,---
14443,6197136,5456,4.39,0.953,19.185,0.061,4185.23,0.912,0.5665,0,---
14444,6197539,6093,4.46,1.136,8.756,0.065,4061.7,0.9490000000000001,0.5946,0,---
14445,6197810,4856,4.13,0.7967,7.067,0.037000000000000005,757.28,0.9,0.4872,0,---
14446,6197937,6056,4.07,1.1243,2.225,0.064,1330.79,0.504,0.3232,0,---
14447,6197974,5622,4.53,0.9978,30.465,0.33399999999999996,1094.7,0.48,0.2748,0,---
14448,6198118,5853,4.49,1.063,19.777,0.32799999999999996,682.23,0.542,0.3579,0,---
14449,6198383,6119,4.29,1.1443,9.217,0.09699999999999999,966.31,0.389,0.3155,0,---
14450,6198395,4938,4.27,0.8182,34.87,1.348,2872.62,0.436,0.278,0,---
14451,6198533,5641,4.02,1.003,27.537,1.236,1481.06,0.41700000000000004,0.2545,0,---
14452,6198720,6309,4.65,1.2074,7.3389999999999995,0.188,975.19,0.395,0.3132,0,---
14453,6198776,5475,4.65,0.958,7.349,0.32799999999999996,8631.11,1.128,0.6197,0,---
14454,6198885,5302,4.33,0.9125,23.818,0.201,5350.17,0.937,0.5432,0,---
14455,6198918,5468,4.54,0.9562,10.124,0.025,16837.42,1.072,0.6126,0,---
14456,6199163,5389,4.82,0.9353,16.331,0.615,3030.54,0.792,0.5015,0,---
14457,6199170,4538,4.34,0.711,33.971,0.615,4126.31,0.6920000000000001,0.429,0,---
14458,6199294,6386,4.56,1.2345,4.81,0.008,3564.8,0.775,0.5268,0,---
14459,6199790,5338,4.81,0.9219,6.142,0.003,32916.61,1.371,0.7081,0,---
14460,6200639,5800,4.53,1.0477,11.863,0.252,3849.33,0.83,0.5435,0,---
14461,6200734,5790,4.39,1.0448,22.557,0.428,2617.18,0.9329999999999999,0.514,0,---
14462,6200981,5200,4.55,0.8859999999999999,26.86,3.346,2269.8,0.381,0.272,0,---
14463,6201018,4433,4.52,0.6813,29.026,4.484,3743.08,0.5760000000000001,0.3791,0,---
14464,6201035,5602,4.45,0.9923,8.517999999999999,0.027000000000000003,13177.57,1.263,0.7042,0,---
14465,6201045,5228,4.35,0.8933,47.043,1.775,2808.51,0.5379999999999999,0.2573,0,---
14466,6201064,5842,4.49,1.0598,12.703,0.061,15849.38,1.163,0.648,0,---
14467,6201205,5682,4.55,1.0143,18.842,0.271,4709.99,0.627,0.4379,0,---
14468,6203421,5197,4.32,0.8852,2.1519999999999997,0.004,57474.14,1.53,0.741,0,---
14469,6203481,4454,4.55,0.6873,17.410999999999998,0.111,7744.28,1.003,0.5732,0,---
14470,6203696,5924,4.46,1.084,16.488,0.16399999999999998,5527.14,0.701,0.452,0,---
14471,6203753,5668,4.47,1.0105,19.037,0.375,5075.42,0.861,0.5247,0,---
14472,6203755,5995,4.28,1.1055,10.453,0.032,1904.01,0.516,0.3804,0,---
14473,6204034,4758,4.58,0.7708,34.727,8.351,3382.56,0.47100000000000003,0.3139,0,---
14474,6204529,5832,4.56,1.0569,20.910999999999998,0.094,2088.43,0.728,0.4406,0,---
14475,6204684,5406,4.31,0.9398,22.933000000000003,0.872,2587.41,0.731,0.4795,0,---
14476,6204699,5028,4.56,0.8415,23.747,0.425,5319.48,0.825,0.5465,0,---
14477,6204758,4920,4.53,0.8135,33.663000000000004,0.42700000000000005,5215.53,0.483,0.3167,0,---
14478,6204846,5749,4.59,1.0331,13.195,0.049,10376.78,1.162,0.65,0,---
14479,6204976,5829,4.75,1.0561,4.55,0.105,15574.19,1.403,0.7349,0,---
14480,6205045,5536,4.51,0.9744,30.680999999999997,5.156000000000001,898.72,0.43,0.2514,0,---
14481,6205141,4611,4.51,0.7312,21.386999999999997,0.556,10601.16,1.177,0.6525,0,---
14482,6205358,6380,4.29,1.2324,3.892,0.023,5830.53,1.403,0.7223,0,---
14483,6205481,5128,4.8,0.8674,3.725,0.004,3090.29,0.7440000000000001,0.4099,0,---
14484,6205699,5344,4.53,0.9235,20.836,0.47200000000000003,3455.16,0.555,0.3776,0,---
14485,6205852,5715,4.47,1.0236,19.637999999999998,0.057,1639.66,1.054,0.5745,0,---
14486,6205945,5457,4.24,0.9533,46.93600000000001,1.955,2258.24,0.555,0.2671,0,---
14487,6206128,5792,4.46,1.0454,0.406,0.005,8552.01,0.679,0.4004,0,---
14488,6206195,5495,4.47,0.9634,10.857999999999999,0.013999999999999999,9633.87,1.209,0.6911,0,---
14489,6206665,6006,4.43,1.1088,1.4140000000000001,0.003,12255.79,1.689,0.7991,0,---
14490,6206842,4842,4.43,0.7929999999999999,38.773,1.3230000000000002,5012.24,0.44799999999999995,0.2578,0,---
14491,6206983,5761,3.96,1.0366,11.239,0.071,336.05,0.5579999999999999,0.3713,0,---
14492,6207053,4679,4.79,0.7497,32.032,0.591,5925.57,0.552,0.3893,0,---
14493,6207301,5680,4.41,1.0138,9.019,0.035,10011.79,1.511,0.7376,0,---
14494,6207412,6488,4.21,1.2718,1.46,0.004,1280.25,0.69,0.4859,0,---
14495,6207498,5381,4.64,0.9332,21.151999999999997,0.64,3982.01,0.723,0.5035,0,---
14496,6207535,5705,4.62,1.0208,17.93,0.247,4433.78,0.622,0.4425,0,---
14497,6208068,6462,4.22,1.2621,5.0569999999999995,0.5529999999999999,438.51,0.386,0.3037,0,---
14498,6208244,4918,4.38,0.8129,31.06,0.284,5479.57,0.7340000000000001,0.4471,0,---
14499,6208397,6456,3.96,1.2599,8.915,0.11,1098.72,1.226,0.6213,0,---
14500,6208483,5215,4.61,0.8899,1.7819999999999998,0.003,33096.37,1.484,0.7161,0,---
14501,6208655,5901,4.37,1.0772,11.932,0.018000000000000002,6566.26,1.161,0.6487,0,---
14502,6208742,5398,4.45,0.9376,8.615,0.008,5887.33,0.978,0.5514,0,---
14503,6208799,5007,4.73,0.8361,26.349,3.727,2846.36,0.45799999999999996,0.3044,0,---
14504,6208934,5566,4.62,0.9825,8.355,0.053,9044.74,1.306,0.7189,0,---
14505,6208964,5036,4.62,0.8436,26.555,0.196,3203.27,0.655,0.4617,0,---
14506,6208990,5548,4.59,0.9776,18.973,3.803,3127.52,0.721,0.4973,0,---
14507,6209153,4936,4.63,0.8176,14.966,0.156,13714.4,1.1740000000000002,0.6599,0,---
14508,6209179,4840,4.39,0.7925,25.659000000000002,0.109,10081.29,0.932,0.5623,0,---
14509,6209318,5315,4.97,0.9159,19.369,0.10300000000000001,7859.32,0.976,0.5971,0,---
14510,6209816,4871,4.12,0.8007,12.546,0.011000000000000001,21825.97,1.311,0.7068,0,---
14511,6209832,5790,4.6,1.0448,1.2670000000000001,0.006,4465.1,1.166,0.618,0,---
14512,6209929,5787,4.62,1.044,7.78,0.043,1452.65,0.758,0.4703,0,---
14513,6209934,5438,4.34,0.9482,7.805,0.018000000000000002,16285.18,1.296,0.6958,0,---
14514,6209937,5316,4.48,0.9161,4.365,0.013000000000000001,3661.99,1.18,0.6123,0,---
14515,6209989,4696,4.52,0.7542,25.698,0.098,5920.53,0.85,0.5568,0,---
14516,6210012,5779,4.5,1.0417,8.392000000000001,0.03,10986.6,1.29,0.7222,0,---
14517,6210072,5386,4.43,0.9345,20.943,0.289,2942.03,0.988,0.5761,0,---
14518,6210969,5170,4.69,0.8782,18.92,0.039,6191.13,0.909,0.5668,0,---
14519,6211103,5127,4.62,0.8671,21.408,0.185,5785.52,0.975,0.5920000000000001,0,---
14520,6211188,4738,4.48,0.7655,30.976999999999997,0.8370000000000001,5529.7,0.887,0.5073,0,---
14521,6211370,5633,4.36,1.0008,10.189,0.07,13304.92,1.139,0.6666,0,---
14522,6211382,5675,4.31,1.0124,25.358,0.28,1320.63,0.43,0.2742,0,---
14523,6211547,6240,4.37,1.1839,4.87,0.026000000000000002,3523.2,0.684,0.4765,0,---
14524,6211757,5837,4.43,1.0584,6.232,0.132,13121.19,1.516,0.7595,0,---
14525,6211942,5341,4.37,0.9227,24.313000000000002,0.36,4540.59,0.645,0.4422,0,---
14526,6211958,4967,4.09,0.8257,13.115,0.052000000000000005,8323.37,1.222,0.6694,0,---
14527,6212294,6092,4.0,1.1357,8.825,0.125,555.22,0.7170000000000001,0.5105,0,---
14528,6212336,4870,4.51,0.8004,24.256999999999998,0.4,8185.27,0.875,0.5675,0,---
14529,6212430,5895,4.42,1.0754,7.457000000000001,0.006999999999999999,9646.59,1.4340000000000002,0.738,0,---
14530,6213012,5066,4.36,0.8513,30.842,0.349,1824.14,0.34,0.2576,0,---
14531,6213051,5312,4.69,0.9151,24.453000000000003,0.531,2437.41,0.564,0.4139,0,---
14532,6213073,4415,4.55,0.6762,33.246,1.271,2498.27,0.384,0.2516,0,SM2
14533,6213173,5787,4.43,1.044,17.656,0.057999999999999996,1462.67,0.588,0.4147,0,---
14534,6213181,6039,3.98,1.119,13.17,0.243,1422.41,0.9259999999999999,0.5483,0,---
14535,6213401,4913,4.6,0.8116,8.186,0.027999999999999997,23892.52,1.399,0.7126,0,---
14536,6213405,5115,4.38,0.8640000000000001,17.902,0.009000000000000001,15411.76,1.34,0.6665,0,---
14537,6213430,5852,4.53,1.0627,8.512,0.011000000000000001,20559.97,1.371,0.7241,0,---
14538,6213607,6132,4.36,1.1484,2.935,0.032,1703.68,0.648,0.4221,0,---
14539,6213627,5226,4.4,0.8927,27.772,1.214,4105.6,0.59,0.3938,0,---
14540,6213672,5389,4.48,0.9353,10.745,0.023,16752.06,1.265,0.7057,0,---
14541,6213678,5321,4.5,0.9175,20.18,0.14400000000000002,10026.22,0.845,0.5593,0,---
14542,6213806,6385,4.64,1.2341,3.491,0.078,1667.02,0.466,0.3563,0,---
14543,6213947,5414,4.41,0.9419,26.022,5.52,2334.77,0.659,0.4195,0,---
14544,6213989,4994,4.51,0.8327,28.363000000000003,0.094,6327.84,0.588,0.419,0,---
14545,6214001,6142,4.53,1.1517,3.177,0.703,1107.78,0.57,0.3804,0,---
14546,6214028,5208,4.58,0.8881,17.037,0.031,17235.82,1.093,0.6555,0,---
14547,6214048,5840,4.66,1.0593,5.5889999999999995,1.047,7994.29,1.249,0.6827,0,---
14548,6214072,6434,4.64,1.2518,2.141,0.066,1938.46,0.446,0.3357,0,---
14549,6214108,6075,4.43,1.1303,8.658999999999999,0.235,971.35,0.35700000000000004,0.2715,0,---
14550,6214118,4903,4.71,0.809,22.046,0.12300000000000001,8993.48,1.051,0.6177,0,---
14551,6219880,5601,4.34,0.992,16.167,0.565,3659.25,0.9690000000000001,0.5922,0,---
14552,6219926,5725,4.42,1.0264,16.4,0.032,5591.27,0.7909999999999999,0.5214,0,---
14553,6220078,5376,4.53,0.9319,20.262999999999998,0.415,2846.66,0.498,0.3362,0,---
14554,6220160,5862,4.59,1.0657,11.957,0.10400000000000001,8141.25,1.1520000000000001,0.6518,0,---
14555,6220300,5431,4.43,0.9464,20.305,0.244,5114.67,0.868,0.5464,0,---
14556,6220616,6377,4.15,1.2313,2.8680000000000003,0.017,681.16,0.48200000000000004,0.35700000000000004,0,---
14557,6220647,4877,4.55,0.8022,12.86,0.019,9239.67,0.995,0.5489,0,SM2
14558,6221001,5728,4.32,1.0272,3.362,0.005,7581.44,1.4680000000000002,0.7458,0,---
14559,6221004,6011,4.21,1.1104,11.952,0.15,3337.03,0.82,0.5299,0,---
14560,6221274,4473,4.48,0.6927,13.595,0.037000000000000005,18258.04,1.306,0.7112,0,---
14561,6221371,5660,4.15,1.0082,17.91,3.242,990.72,0.44,0.3241,0,---
14562,6221526,5140,4.61,0.8705,28.004,5.4270000000000005,4273.8,0.38299999999999995,0.2745,0,---
14563,6221619,5529,4.53,0.9725,22.951999999999998,0.132,2545.09,0.525,0.3732,0,---
14564,6221648,5305,4.27,0.9133,17.316,0.040999999999999995,9067.15,1.023,0.6324,0,---
14565,6221992,6171,4.0,1.1611,1.814,0.004,1336.4,1.104,0.6279,0,---
14566,6222079,6388,4.05,1.2352,3.884,0.006999999999999999,1155.76,1.1179999999999999,0.6557,0,---
14567,6222157,4947,4.24,0.8205,37.218,2.333,3803.52,0.735,0.4026,0,---
14568,6222304,5207,4.41,0.8878,26.851,1.39,3194.15,0.669,0.4375,0,---
14569,6222407,5717,4.38,1.0241,18.543,0.25,1416.8,0.374,0.2911,0,---
14570,6222739,5105,4.58,0.8614,34.845,0.098,3648.82,0.47700000000000004,0.2807,0,---
14571,6222793,5318,4.55,0.9167,22.519000000000002,0.126,10371.86,0.985,0.5658,0,---
14572,6223082,5357,4.82,0.9269,14.762,0.141,11959.02,1.5519999999999998,0.7023,0,---
